trip_id,order_id,rider_id,timestamp,latitude,longitude,speed_kmph,heading,distance_from_start_km,elapsed_time_sec
2,ORD000002,RID153,2025-01-01 09:09:20,13.131122,80.221059,33.95,163.8,1.733,440
2,ORD000002,RID153,2025-01-01 09:09:40,13.130218,80.221144,39.87,200.08,1.834,460
2,ORD000002,RID153,2025-01-01 09:10:00,13.129743,80.220482,20.31,348.74,1.922,480
2,ORD000002,RID153,2025-01-01 09:10:20,13.12905,80.220415,32.94,20.58,2.0,500
2,ORD000002,RID153,2025-01-01 09:10:40,13.12843,80.220135,35.88,56.68,2.075,520
2,ORD000002,RID153,2025-01-01 09:11:00,13.127995,80.219662,17.2,214.21,2.145,540
2,ORD000002,RID153,2025-01-01 09:11:20,13.127229,80.219479,15.36,320.5,2.232,560
2,ORD000002,RID153,2025-01-01 09:11:40,13.126392,80.219398,29.34,150.92,2.326,580
3,ORD000003,RID299,2025-01-01 09:03:00,13.047699,80.17904,30.81,108.0,0.016,0
3,ORD000003,RID299,2025-01-01 09:03:20,13.047315,80.179518,14.03,164.98,0.082,20
3,ORD000003,RID299,2025-01-01 09:03:40,13.047234,80.17994,14.05,76.74,0.129,40
3,ORD000003,RID299,2025-01-01 09:04:00,13.046445,80.180208,36.66,316.54,0.221,60
3,ORD000003,RID299,2025-01-01 09:04:20,13.046075,80.180119,35.34,253.27,0.263,80
3,ORD000003,RID299,2025-01-01 09:04:40,13.045774,80.180834,30.31,2.82,0.348,100
3,ORD000003,RID299,2025-01-01 09:05:00,13.045455,80.180789,30.57,338.01,0.383,120
3,ORD000003,RID299,2025-01-01 09:05:20,13.044691,80.180997,15.0,199.16,0.471,140
3,ORD000003,RID299,2025-01-01 09:05:40,13.044338,80.181541,32.09,73.3,0.542,160
3,ORD000003,RID299,2025-01-01 09:06:00,13.044097,80.18167,25.68,325.92,0.572,180
3,ORD000003,RID299,2025-01-01 09:06:20,13.043781,80.181884,23.86,99.6,0.614,200
3,ORD000003,RID299,2025-01-01 09:06:40,13.042937,80.182523,29.84,94.3,0.73,220
3,ORD000003,RID299,2025-01-01 09:07:00,13.042884,80.182712,23.98,3.48,0.752,240
3,ORD000003,RID299,2025-01-01 09:07:20,13.042129,80.183178,37.31,196.41,0.849,260
3,ORD000003,RID299,2025-01-01 09:07:40,13.042086,80.183327,16.15,45.88,0.866,280
3,ORD000003,RID299,2025-01-01 09:08:00,13.041401,80.183785,34.29,309.85,0.957,300
3,ORD000003,RID299,2025-01-01 09:08:20,13.041274,80.18374,18.99,37.01,0.972,320
3,ORD000003,RID299,2025-01-01 09:08:40,13.040792,80.184376,23.38,223.44,1.059,340
3,ORD000003,RID299,2025-01-01 09:09:00,13.040057,80.184699,36.21,351.43,1.148,360
3,ORD000003,RID299,2025-01-01 09:09:20,13.039963,80.184974,12.69,265.16,1.179,380
3,ORD000003,RID299,2025-01-01 09:09:40,13.039302,80.185298,34.46,311.06,1.261,400
3,ORD000003,RID299,2025-01-01 09:10:00,13.039119,80.185266,34.05,38.91,1.281,420
3,ORD000003,RID299,2025-01-01 09:10:20,13.038728,80.185861,18.23,293.97,1.359,440
3,ORD000003,RID299,2025-01-01 09:10:40,13.038099,80.185884,34.27,81.93,1.429,460
3,ORD000003,RID299,2025-01-01 09:11:00,13.037459,80.186127,21.19,311.17,1.504,480
3,ORD000003,RID299,2025-01-01 09:11:20,13.037508,80.18647,29.96,143.88,1.542,500
3,ORD000003,RID299,2025-01-01 09:11:40,13.037093,80.186898,38.3,41.52,1.607,520
3,ORD000003,RID299,2025-01-01 09:12:00,13.036666,80.187019,38.95,95.57,1.656,540
3,ORD000003,RID299,2025-01-01 09:12:20,13.035813,80.187446,32.4,112.92,1.762,560
3,ORD000003,RID299,2025-01-01 09:12:40,13.035639,80.187784,22.79,207.57,1.803,580
3,ORD000003,RID299,2025-01-01 09:13:00,13.035041,80.188182,12.05,333.21,1.882,600
3,ORD000003,RID299,2025-01-01 09:13:20,13.034761,80.188487,32.77,241.43,1.928,620
3,ORD000003,RID299,2025-01-01 09:13:40,13.034252,80.188462,30.6,118.87,1.984,640
3,ORD000003,RID299,2025-01-01 09:14:00,13.033805,80.189151,32.15,108.12,2.074,660
3,ORD000003,RID299,2025-01-01 09:14:20,13.03338,80.18923,23.27,106.44,2.122,680
4,ORD000004,RID066,2025-01-01 09:04:00,12.917202,80.266133,27.34,0.15,0.013,0
4,ORD000004,RID066,2025-01-01 09:04:20,12.916787,80.266711,28.24,235.69,0.09,20
4,ORD000004,RID066,2025-01-01 09:04:40,12.916626,80.26723,17.98,170.35,0.149,40
4,ORD000004,RID066,2025-01-01 09:05:00,12.916594,80.267921,16.75,30.53,0.224,60
4,ORD000004,RID066,2025-01-01 09:05:20,12.916152,80.268352,21.39,294.63,0.292,80
4,ORD000004,RID066,2025-01-01 09:05:40,12.916019,80.268886,18.29,71.69,0.351,100
4,ORD000004,RID066,2025-01-01 09:06:00,12.915406,80.269185,25.3,305.91,0.427,120
4,ORD000004,RID066,2025-01-01 09:06:20,12.91518,80.269783,29.63,70.0,0.496,140
4,ORD000004,RID066,2025-01-01 09:06:40,12.915242,80.270337,18.83,236.18,0.556,160
4,ORD000004,RID066,2025-01-01 09:07:00,12.914646,80.270978,33.56,38.37,0.652,180
4,ORD000004,RID066,2025-01-01 09:07:20,12.914606,80.271204,38.82,186.46,0.677,200
4,ORD000004,RID066,2025-01-01 09:07:40,12.914169,80.271754,35.75,164.33,0.754,220
4,ORD000004,RID066,2025-01-01 09:08:00,12.914294,80.272477,39.66,214.36,0.833,240
4,ORD000004,RID066,2025-01-01 09:08:20,12.914118,80.273102,29.15,258.94,0.904,260
4,ORD000004,RID066,2025-01-01 09:08:40,12.913646,80.273585,27.34,322.99,0.978,280
4,ORD000004,RID066,2025-01-01 09:09:00,12.913515,80.27392,19.26,89.01,1.017,300
4,ORD000004,RID066,2025-01-01 09:09:20,12.913212,80.274579,26.6,225.63,1.096,320
4,ORD000004,RID066,2025-01-01 09:09:40,12.912781,80.274749,20.0,97.82,1.147,340
4,ORD000004,RID066,2025-01-01 09:10:00,12.912553,80.275493,15.87,83.25,1.231,360
4,ORD000004,RID066,2025-01-01 09:10:20,12.91249,80.27609,13.8,146.74,1.296,380
4,ORD000004,RID066,2025-01-01 09:10:40,12.912164,80.276458,17.79,151.25,1.35,400
4,ORD000004,RID066,2025-01-01 09:11:00,12.912096,80.277055,31.47,308.42,1.415,420
4,ORD000004,RID066,2025-01-01 09:11:20,12.911776,80.277467,12.17,126.63,1.472,440
4,ORD000004,RID066,2025-01-01 09:11:40,12.91152,80.278217,38.7,150.85,1.558,460
4,ORD000004,RID066,2025-01-01 09:12:00,12.911267,80.278577,28.89,79.39,1.606,480
4,ORD000004,RID066,2025-01-01 09:12:20,12.910753,80.279035,12.81,121.01,1.682,500
4,ORD000004,RID066,2025-01-01 09:12:40,12.910732,80.279532,16.62,168.26,1.736,520
4,ORD000004,RID066,2025-01-01 09:13:00,12.910207,80.280155,12.76,141.85,1.825,540
4,ORD000004,RID066,2025-01-01 09:13:20,12.910175,80.280371,30.0,48.85,1.848,560
4,ORD000004,RID066,2025-01-01 09:13:40,12.909874,80.280896,22.61,76.2,1.914,580
5,ORD000005,RID168,2025-01-01 09:05:00,12.968001,80.319701,12.54,194.19,0.026,0
5,ORD000005,RID168,2025-01-01 09:05:20,12.968016,80.320567,30.2,281.24,0.12,20
5,ORD000005,RID168,2025-01-01 09:05:40,12.967482,80.3215,38.59,71.77,0.237,40
5,ORD000005,RID168,2025-01-01 09:06:00,12.966807,80.321931,15.53,241.01,0.325,60
5,ORD000005,RID168,2025-01-01 09:06:20,12.966719,80.322696,31.59,276.08,0.409,80
5,ORD000005,RID168,2025-01-01 09:06:40,12.966161,80.323622,32.94,41.23,0.527,100
5,ORD000005,RID168,2025-01-01 09:07:00,12.966127,80.324532,15.03,9.24,0.625,120
5,ORD000005,RID168,2025-01-01 09:07:20,12.965514,80.32512,38.83,142.8,0.718,140
5,ORD000005,RID168,2025-01-01 09:07:40,12.965356,80.325551,31.34,225.81,0.768,160
5,ORD000005,RID168,2025-01-01 09:08:00,12.96469,80.326631,35.81,216.15,0.906,180
5,ORD000005,RID168,2025-01-01 09:08:20,12.96434,80.327469,33.91,124.99,1.005,200
5,ORD000005,RID168,2025-01-01 09:08:40,12.964134,80.327894,26.17,122.84,1.056,220
5,ORD000005,RID168,2025-01-01 09:09:00,12.963985,80.328851,14.96,345.88,1.161,240
5,ORD000005,RID168,2025-01-01 09:09:20,12.963518,80.329586,31.8,156.78,1.256,260
5,ORD000005,RID168,2025-01-01 09:09:40,12.963208,80.330386,19.56,290.95,1.349,280
5,ORD000005,RID168,2025-01-01 09:10:00,12.962751,80.330877,24.2,263.17,1.423,300
5,ORD000005,RID168,2025-01-01 09:10:20,12.962256,80.331793,35.26,31.2,1.536,320
5,ORD000005,RID168,2025-01-01 09:10:40,12.962203,80.332221,25.01,219.72,1.582,340
5,ORD000005,RID168,2025-01-01 09:11:00,12.961592,80.332845,35.83,65.46,1.678,360
5,ORD000005,RID168,2025-01-01 09:11:20,12.961149,80.333961,21.53,316.92,1.809,380
5,ORD000005,RID168,2025-01-01 09:11:40,12.961034,80.334432,12.28,341.3,1.861,400
5,ORD000005,RID168,2025-01-01 09:12:00,12.960367,80.335385,25.68,272.94,1.988,420
5,ORD000005,RID168,2025-01-01 09:12:20,12.96031,80.33608,25.74,285.46,2.063,440
5,ORD000005,RID168,2025-01-01 09:12:40,12.959651,80.336599,31.37,110.23,2.156,460
5,ORD000005,RID168,2025-01-01 09:13:00,12.959536,80.337457,26.87,153.18,2.249,480
5,ORD000005,RID168,2025-01-01 09:13:20,12.959259,80.338117,31.68,97.53,2.327,500
5,ORD000005,RID168,2025-01-01 09:13:40,12.958652,80.338744,17.39,43.04,2.423,520
5,ORD000005,RID168,2025-01-01 09:14:00,12.958434,80.339797,17.18,77.9,2.539,540
5,ORD000005,RID168,2025-01-01 09:14:20,12.958049,80.340509,39.34,188.87,2.627,560
5,ORD000005,RID168,2025-01-01 09:14:40,12.957589,80.340929,17.44,81.89,2.696,580
5,ORD000005,RID168,2025-01-01 09:15:00,12.957177,80.341618,26.96,98.75,2.783,600
5,ORD000005,RID168,2025-01-01 09:15:20,12.957215,80.342619,31.53,45.46,2.891,620
5,ORD000005,RID168,2025-01-01 09:15:40,12.956803,80.343319,36.44,206.66,2.98,640
5,ORD000005,RID168,2025-01-01 09:16:00,12.956244,80.344026,17.16,18.5,3.078,660
5,ORD000005,RID168,2025-01-01 09:16:20,12.95612,80.344776,35.02,144.25,3.161,680
5,ORD000005,RID168,2025-01-01 09:16:40,12.955327,80.345584,13.5,53.71,3.285,700
5,ORD000005,RID168,2025-01-01 09:17:00,12.955212,80.346152,39.83,42.64,3.347,720
5,ORD000005,RID168,2025-01-01 09:17:20,12.954953,80.347035,34.14,81.25,3.447,740
6,ORD000006,RID268,2025-01-01 09:06:00,12.983035,80.327187,29.07,266.43,0.013,0
6,ORD000006,RID268,2025-01-01 09:06:20,12.983027,80.327124,17.91,237.75,0.02,20
6,ORD000006,RID268,2025-01-01 09:06:40,12.982304,80.32725,14.1,0.96,0.101,40
6,ORD000006,RID268,2025-01-01 09:07:00,12.982122,80.327604,20.16,83.33,0.144,60
6,ORD000006,RID268,2025-01-01 09:07:20,12.981921,80.327802,24.71,247.46,0.175,80
6,ORD000006,RID268,2025-01-01 09:07:40,12.981701,80.327988,29.5,238.03,0.207,100
6,ORD000006,RID268,2025-01-01 09:08:00,12.981377,80.32795,27.25,233.15,0.243,120
6,ORD000006,RID268,2025-01-01 09:08:20,12.981036,80.328294,14.0,59.73,0.296,140
6,ORD000006,RID268,2025-01-01 09:08:40,12.980407,80.328399,27.94,103.9,0.367,160
6,ORD000006,RID268,2025-01-01 09:09:00,12.979987,80.328512,31.59,339.36,0.415,180
6,ORD000006,RID268,2025-01-01 09:09:20,12.979846,80.328559,14.25,14.35,0.431,200
6,ORD000006,RID268,2025-01-01 09:09:40,12.979484,80.328616,19.01,32.88,0.472,220
6,ORD000006,RID268,2025-01-01 09:10:00,12.97942,80.329017,28.11,342.28,0.516,240
6,ORD000006,RID268,2025-01-01 09:10:20,12.97911,80.329078,19.55,14.48,0.551,260
6,ORD000006,RID268,2025-01-01 09:10:40,12.97866,80.329121,30.24,329.79,0.601,280
6,ORD000006,RID268,2025-01-01 09:11:00,12.978044,80.329322,29.77,177.02,0.673,300
6,ORD000006,RID268,2025-01-01 09:11:20,12.97767,80.329347,21.33,241.25,0.715,320
6,ORD000006,RID268,2025-01-01 09:11:40,12.977725,80.329481,31.42,103.76,0.73,340
6,ORD000006,RID268,2025-01-01 09:12:00,12.97744,80.329867,27.4,163.74,0.783,360
6,ORD000006,RID268,2025-01-01 09:12:20,12.976796,80.329765,39.17,145.5,0.855,380
6,ORD000006,RID268,2025-01-01 09:12:40,12.976567,80.330241,30.41,195.33,0.912,400
6,ORD000006,RID268,2025-01-01 09:13:00,12.976188,80.329985,22.13,272.32,0.963,420
6,ORD000006,RID268,2025-01-01 09:13:20,12.975965,80.330414,17.7,197.72,1.015,440
6,ORD000006,RID268,2025-01-01 09:13:40,12.975788,80.330397,31.55,43.71,1.035,460
6,ORD000006,RID268,2025-01-01 09:14:00,12.975482,80.330626,18.7,57.02,1.077,480
6,ORD000006,RID268,2025-01-01 09:14:20,12.974942,80.330741,14.61,357.21,1.138,500
6,ORD000006,RID268,2025-01-01 09:14:40,12.974795,80.330839,15.29,299.57,1.158,520
6,ORD000006,RID268,2025-01-01 09:15:00,12.974259,80.33111,26.25,98.43,1.224,540
6,ORD000006,RID268,2025-01-01 09:15:20,12.974098,80.331386,18.82,198.46,1.259,560
6,ORD000006,RID268,2025-01-01 09:15:40,12.973544,80.3315,26.23,316.56,1.322,580
6,ORD000006,RID268,2025-01-01 09:16:00,12.973456,80.331321,34.12,149.38,1.344,600
6,ORD000006,RID268,2025-01-01 09:16:20,12.973162,80.33158,34.98,101.82,1.387,620
6,ORD000006,RID268,2025-01-01 09:16:40,12.972516,80.331763,39.97,176.27,1.461,640
6,ORD000006,RID268,2025-01-01 09:17:00,12.972112,80.331883,21.66,198.69,1.508,660
6,ORD000006,RID268,2025-01-01 09:17:20,12.971981,80.331985,21.01,67.91,1.526,680
6,ORD000006,RID268,2025-01-01 09:17:40,12.971729,80.332186,18.54,279.2,1.561,700
6,ORD000006,RID268,2025-01-01 09:18:00,12.971074,80.332416,31.75,292.11,1.638,720
6,ORD000006,RID268,2025-01-01 09:18:20,12.970917,80.332519,34.98,353.09,1.659,740
7,ORD000007,RID254,2025-01-01 09:07:00,13.187876,80.131532,26.73,164.49,0.021,0
7,ORD000007,RID254,2025-01-01 09:07:20,13.188834,80.131143,30.33,55.57,0.135,20
7,ORD000007,RID254,2025-01-01 09:07:40,13.189742,80.131049,21.48,249.37,0.237,40
7,ORD000007,RID254,2025-01-01 09:08:00,13.190866,80.130617,35.87,309.36,0.37,60
7,ORD000007,RID254,2025-01-01 09:08:20,13.191765,80.129977,32.12,273.38,0.491,80
7,ORD000007,RID254,2025-01-01 09:08:40,13.193045,80.129463,13.92,227.22,0.644,100
7,ORD000007,RID254,2025-01-01 09:09:00,13.194104,80.12957,32.91,156.23,0.762,120
7,ORD000007,RID254,2025-01-01 09:09:20,13.194727,80.129015,36.43,159.72,0.854,140
7,ORD000007,RID254,2025-01-01 09:09:40,13.196059,80.128777,13.29,286.61,1.004,160
7,ORD000007,RID254,2025-01-01 09:10:00,13.196892,80.128139,16.08,191.22,1.119,180
7,ORD000007,RID254,2025-01-01 09:10:20,13.198063,80.127974,16.76,28.43,1.25,200
7,ORD000007,RID254,2025-01-01 09:10:40,13.199249,80.127515,18.74,328.62,1.391,220
7,ORD000007,RID254,2025-01-01 09:11:00,13.19992,80.127062,19.11,91.92,1.48,240
7,ORD000007,RID254,2025-01-01 09:11:20,13.200887,80.12686,37.23,243.94,1.589,260
7,ORD000007,RID254,2025-01-01 09:11:40,13.201995,80.126306,21.68,211.53,1.726,280
7,ORD000007,RID254,2025-01-01 09:12:00,13.20327,80.125924,19.0,304.31,1.874,300
7,ORD000007,RID254,2025-01-01 09:12:20,13.204084,80.12553,25.53,85.39,1.974,320
7,ORD000007,RID254,2025-01-01 09:12:40,13.205305,80.125252,39.8,106.28,2.112,340
7,ORD000007,RID254,2025-01-01 09:13:00,13.206542,80.12492,19.69,203.73,2.254,360
7,ORD000007,RID254,2025-01-01 09:13:20,13.20743,80.12459,13.37,218.31,2.359,380
7,ORD000007,RID254,2025-01-01 09:13:40,13.208369,80.124297,20.01,287.59,2.468,400
7,ORD000007,RID254,2025-01-01 09:14:00,13.209459,80.123647,29.83,223.52,2.608,420
7,ORD000007,RID254,2025-01-01 09:14:20,13.210528,80.123458,30.46,301.8,2.728,440
7,ORD000007,RID254,2025-01-01 09:14:40,13.211537,80.123176,30.1,111.22,2.844,460
7,ORD000007,RID254,2025-01-01 09:15:00,13.212478,80.122641,32.51,32.45,2.964,480
7,ORD000007,RID254,2025-01-01 09:15:20,13.213439,80.122352,16.92,47.58,3.075,500
7,ORD000007,RID254,2025-01-01 09:15:40,13.214595,80.12209,26.86,328.86,3.206,520
7,ORD000007,RID254,2025-01-01 09:16:00,13.215775,80.12136,35.09,173.47,3.359,540
8,ORD000008,RID152,2025-01-01 09:08:00,13.111423,80.184542,30.94,242.79,0.02,0
8,ORD000008,RID152,2025-01-01 09:08:20,13.11042,80.185844,27.6,32.51,0.2,20
8,ORD000008,RID152,2025-01-01 09:08:40,13.109594,80.186545,15.46,132.69,0.319,40
8,ORD000008,RID152,2025-01-01 09:09:00,13.108946,80.187536,22.67,229.88,0.448,60
8,ORD000008,RID152,2025-01-01 09:09:20,13.107933,80.188734,25.2,223.04,0.619,80
8,ORD000008,RID152,2025-01-01 09:09:40,13.107394,80.189552,29.08,233.15,0.726,100
8,ORD000008,RID152,2025-01-01 09:10:00,13.106416,80.190612,31.63,233.73,0.884,120
8,ORD000008,RID152,2025-01-01 09:10:20,13.105332,80.191395,13.04,358.53,1.031,140
8,ORD000008,RID152,2025-01-01 09:10:40,13.104507,80.192482,27.05,139.91,1.18,160
8,ORD000008,RID152,2025-01-01 09:11:00,13.10381,80.193831,31.5,194.47,1.345,180
8,ORD000008,RID152,2025-01-01 09:11:20,13.103093,80.194711,36.79,235.77,1.469,200
8,ORD000008,RID152,2025-01-01 09:11:40,13.102392,80.195648,38.29,100.71,1.597,220
8,ORD000008,RID152,2025-01-01 09:12:00,13.101495,80.19644,24.45,85.0,1.728,240
8,ORD000008,RID152,2025-01-01 09:12:20,13.100507,80.197814,22.29,324.61,1.913,260
8,ORD000008,RID152,2025-01-01 09:12:40,13.099823,80.198346,19.72,348.55,2.008,280
8,ORD000008,RID152,2025-01-01 09:13:00,13.099151,80.19972,14.57,76.36,2.174,300
8,ORD000008,RID152,2025-01-01 09:13:20,13.098171,80.200785,13.42,120.06,2.333,320
8,ORD000008,RID152,2025-01-01 09:13:40,13.097521,80.201685,17.75,298.73,2.454,340
8,ORD000008,RID152,2025-01-01 09:14:00,13.096479,80.202576,34.77,83.88,2.604,360
8,ORD000008,RID152,2025-01-01 09:14:20,13.095765,80.20367,28.69,99.82,2.747,380
8,ORD000008,RID152,2025-01-01 09:14:40,13.095045,80.204761,27.13,287.46,2.889,400
8,ORD000008,RID152,2025-01-01 09:15:00,13.093783,80.205692,15.69,128.97,3.062,420
8,ORD000008,RID152,2025-01-01 09:15:20,13.093298,80.206545,12.44,95.53,3.169,440
8,ORD000008,RID152,2025-01-01 09:15:40,13.092143,80.207453,15.18,22.88,3.33,460
8,ORD000008,RID152,2025-01-01 09:16:00,13.091479,80.208416,28.62,162.72,3.458,480
8,ORD000008,RID152,2025-01-01 09:16:20,13.090541,80.209534,32.36,327.15,3.617,500
8,ORD000008,RID152,2025-01-01 09:16:40,13.089935,80.210369,30.01,11.21,3.73,520
8,ORD000008,RID152,2025-01-01 09:17:00,13.08928,80.211634,23.94,38.87,3.885,540
8,ORD000008,RID152,2025-01-01 09:17:20,13.088312,80.212424,37.18,115.96,4.022,560
9,ORD000009,RID076,2025-01-01 09:09:00,12.872929,80.168803,20.26,182.0,0.008,0
9,ORD000009,RID076,2025-01-01 09:09:20,12.873189,80.168986,15.2,235.7,0.043,20
9,ORD000009,RID076,2025-01-01 09:09:40,12.873647,80.16895,36.23,154.83,0.094,40
9,ORD000009,RID076,2025-01-01 09:10:00,12.873887,80.168967,35.17,143.54,0.121,60
9,ORD000009,RID076,2025-01-01 09:10:20,12.874043,80.169002,20.75,91.76,0.139,80
9,ORD000009,RID076,2025-01-01 09:10:40,12.87439,80.169274,25.28,32.84,0.187,100
9,ORD000009,RID076,2025-01-01 09:11:00,12.874191,80.169232,32.85,134.15,0.21,120
9,ORD000009,RID076,2025-01-01 09:11:20,12.874448,80.169131,38.79,202.21,0.24,140
9,ORD000009,RID076,2025-01-01 09:11:40,12.874953,80.169392,36.46,338.81,0.303,160
9,ORD000009,RID076,2025-01-01 09:12:00,12.875064,80.16973,13.44,103.55,0.342,180
9,ORD000009,RID076,2025-01-01 09:12:20,12.875243,80.169409,26.21,55.7,0.382,200
9,ORD000009,RID076,2025-01-01 09:12:40,12.875563,80.169866,21.8,200.26,0.443,220
9,ORD000009,RID076,2025-01-01 09:13:00,12.875614,80.169667,18.33,154.48,0.465,240
9,ORD000009,RID076,2025-01-01 09:13:20,12.876072,80.169997,29.41,242.99,0.527,260
9,ORD000009,RID076,2025-01-01 09:13:40,12.876305,80.170003,30.42,249.65,0.553,280
9,ORD000009,RID076,2025-01-01 09:14:00,12.876276,80.169921,33.35,331.75,0.562,300
9,ORD000009,RID076,2025-01-01 09:14:20,12.876672,80.16996,16.01,236.64,0.607,320
9,ORD000009,RID076,2025-01-01 09:14:40,12.876766,80.170325,39.21,33.03,0.647,340
9,ORD000009,RID076,2025-01-01 09:15:00,12.877231,80.170228,24.7,56.67,0.7,360
9,ORD000009,RID076,2025-01-01 09:15:20,12.877357,80.170288,38.36,214.64,0.715,380
9,ORD000009,RID076,2025-01-01 09:15:40,12.877877,80.170288,33.12,17.91,0.773,400
9,ORD000009,RID076,2025-01-01 09:16:00,12.877711,80.170518,23.87,218.55,0.804,420
9,ORD000009,RID076,2025-01-01 09:16:20,12.878112,80.170489,26.35,124.26,0.849,440
9,ORD000009,RID076,2025-01-01 09:16:40,12.878196,80.170806,28.61,189.7,0.884,460
9,ORD000009,RID076,2025-01-01 09:17:00,12.878529,80.170662,39.56,19.72,0.924,480
9,ORD000009,RID076,2025-01-01 09:17:20,12.878712,80.17111,33.49,275.1,0.977,500
9,ORD000009,RID076,2025-01-01 09:17:40,12.878989,80.170783,25.93,155.04,1.024,520
9,ORD000009,RID076,2025-01-01 09:18:00,12.879144,80.171074,18.44,201.14,1.06,540
